threshold,precision,recall,f1,tp,fp,tn,fn,tpr,fpr
0.261,0.9204545454545454,0.9529411764705882,0.9364161849710982,81,7,58,4,0.9529411764705882,0.1076923076923077
0.262,0.9204545454545454,0.9529411764705882,0.9364161849710982,81,7,58,4,0.9529411764705882,0.1076923076923077
0.263,0.9204545454545454,0.9529411764705882,0.9364161849710982,81,7,58,4,0.9529411764705882,0.1076923076923077
0.264,0.9310344827586207,0.9529411764705882,0.9418604651162791,81,6,59,4,0.9529411764705882,0.09230769230769231
0.265,0.9310344827586207,0.9529411764705882,0.9418604651162791,81,6,59,4,0.9529411764705882,0.09230769230769231
0.266,0.9310344827586207,0.9529411764705882,0.9418604651162791,81,6,59,4,0.9529411764705882,0.09230769230769231
0.267,0.9310344827586207,0.9529411764705882,0.9418604651162791,81,6,59,4,0.9529411764705882,0.09230769230769231
0.268,0.9310344827586207,0.9529411764705882,0.9418604651162791,81,6,59,4,0.9529411764705882,0.09230769230769231
0.269,0.9310344827586207,0.9529411764705882,0.9418604651162791,81,6,59,4,0.9529411764705882,0.09230769230769231
0.27,0.9310344827586207,0.9529411764705882,0.9418604651162791,81,6,59,4,0.9529411764705882,0.09230769230769231
0.271,0.9310344827586207,0.9529411764705882,0.9418604651162791,81,6,59,4,0.9529411764705882,0.09230769230769231
0.272,0.9310344827586207,0.9529411764705882,0.9418604651162791,81,6,59,4,0.9529411764705882,0.09230769230769231
0.273,0.9310344827586207,0.9529411764705882,0.9418604651162791,81,6,59,4,0.9529411764705882,0.09230769230769231
0.274,0.9310344827586207,0.9529411764705882,0.9418604651162791,81,6,59,4,0.9529411764705882,0.09230769230769231
0.275,0.9310344827586207,0.9529411764705882,0.9418604651162791,81,6,59,4,0.9529411764705882,0.09230769230769231
0.276,0.9310344827586207,0.9529411764705882,0.9418604651162791,81,6,59,4,0.9529411764705882,0.09230769230769231
0.277,0.9310344827586207,0.9529411764705882,0.9418604651162791,81,6,59,4,0.9529411764705882,0.09230769230769231
0.278,0.9310344827586207,0.9529411764705882,0.9418604651162791,81,6,59,4,0.9529411764705882,0.09230769230769231
0.279,0.9310344827586207,0.9529411764705882,0.9418604651162791,81,6,59,4,0.9529411764705882,0.09230769230769231
0.28,0.9310344827586207,0.9529411764705882,0.9418604651162791,81,6,59,4,0.9529411764705882,0.09230769230769231
0.281,0.9310344827586207,0.9529411764705882,0.9418604651162791,81,6,59,4,0.9529411764705882,0.09230769230769231
0.28200000000000003,0.9310344827586207,0.9529411764705882,0.9418604651162791,81,6,59,4,0.9529411764705882,0.09230769230769231
0.28300000000000003,0.9310344827586207,0.9529411764705882,0.9418604651162791,81,6,59,4,0.9529411764705882,0.09230769230769231
0.28400000000000003,0.9302325581395349,0.9411764705882353,0.935672514619883,80,6,59,5,0.9411764705882353,0.09230769230769231
0.28500000000000003,0.9302325581395349,0.9411764705882353,0.935672514619883,80,6,59,5,0.9411764705882353,0.09230769230769231
0.28600000000000003,0.9302325581395349,0.9411764705882353,0.935672514619883,80,6,59,5,0.9411764705882353,0.09230769230769231
0.28700000000000003,0.9404761904761905,0.9294117647058824,0.9349112426035503,79,5,60,6,0.9294117647058824,0.07692307692307693
0.28800000000000003,0.9404761904761905,0.9294117647058824,0.9349112426035503,79,5,60,6,0.9294117647058824,0.07692307692307693
0.289,0.9404761904761905,0.9294117647058824,0.9349112426035503,79,5,60,6,0.9294117647058824,0.07692307692307693
0.29,0.9404761904761905,0.9294117647058824,0.9349112426035503,79,5,60,6,0.9294117647058824,0.07692307692307693
0.291,0.9404761904761905,0.9294117647058824,0.9349112426035503,79,5,60,6,0.9294117647058824,0.07692307692307693
0.292,0.9404761904761905,0.9294117647058824,0.9349112426035503,79,5,60,6,0.9294117647058824,0.07692307692307693
0.293,0.9404761904761905,0.9294117647058824,0.9349112426035503,79,5,60,6,0.9294117647058824,0.07692307692307693
0.294,0.9404761904761905,0.9294117647058824,0.9349112426035503,79,5,60,6,0.9294117647058824,0.07692307692307693
0.295,0.9404761904761905,0.9294117647058824,0.9349112426035503,79,5,60,6,0.9294117647058824,0.07692307692307693
0.296,0.9404761904761905,0.9294117647058824,0.9349112426035503,79,5,60,6,0.9294117647058824,0.07692307692307693
0.297,0.9404761904761905,0.9294117647058824,0.9349112426035503,79,5,60,6,0.9294117647058824,0.07692307692307693
0.298,0.9404761904761905,0.9294117647058824,0.9349112426035503,79,5,60,6,0.9294117647058824,0.07692307692307693
0.299,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.3,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.301,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.302,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.303,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.304,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.305,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.306,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.307,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.308,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.309,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.31,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.311,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.312,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.313,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.314,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.315,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.316,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.317,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.318,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.319,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.32,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.321,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.322,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.323,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.324,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.325,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.326,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.327,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.328,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.329,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.33,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.331,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.332,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.333,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.334,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.335,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.336,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.337,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.338,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.339,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.34,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.341,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.342,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.343,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.34400000000000003,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.34500000000000003,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.34600000000000003,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.34700000000000003,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.34800000000000003,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.34900000000000003,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.35000000000000003,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.35100000000000003,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.352,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.353,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.354,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.355,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.356,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.357,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.358,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.359,0.9397590361445783,0.9176470588235294,0.9285714285714286,78,5,60,7,0.9176470588235294,0.07692307692307693
0.36,0.9512195121951219,0.9176470588235294,0.9341317365269461,78,4,61,7,0.9176470588235294,0.06153846153846154
0.361,0.9512195121951219,0.9176470588235294,0.9341317365269461,78,4,61,7,0.9176470588235294,0.06153846153846154
0.362,0.9512195121951219,0.9176470588235294,0.9341317365269461,78,4,61,7,0.9176470588235294,0.06153846153846154
0.363,0.9512195121951219,0.9176470588235294,0.9341317365269461,78,4,61,7,0.9176470588235294,0.06153846153846154
0.364,0.9512195121951219,0.9176470588235294,0.9341317365269461,78,4,61,7,0.9176470588235294,0.06153846153846154
0.365,0.9512195121951219,0.9176470588235294,0.9341317365269461,78,4,61,7,0.9176470588235294,0.06153846153846154
0.366,0.9512195121951219,0.9176470588235294,0.9341317365269461,78,4,61,7,0.9176470588235294,0.06153846153846154
0.367,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.368,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.369,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.37,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.371,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.372,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.373,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.374,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.375,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.376,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.377,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.378,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.379,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.38,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.381,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.382,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.383,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.384,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.385,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.386,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.387,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.388,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.389,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.39,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.391,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.392,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.393,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.394,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.395,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.396,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.397,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.398,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.399,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.4,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.401,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.402,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.403,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.404,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.405,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.406,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.40700000000000003,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.40800000000000003,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.40900000000000003,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.41000000000000003,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.41100000000000003,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.41200000000000003,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.41300000000000003,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.41400000000000003,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.41500000000000004,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.41600000000000004,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.417,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.418,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.419,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.42,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.421,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.422,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.423,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.424,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.425,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.426,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.427,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.428,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.429,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.43,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.431,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.432,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.433,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.434,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.435,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.436,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.437,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.438,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.439,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.44,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.441,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.442,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.443,0.9629629629629629,0.9176470588235294,0.9397590361445783,78,3,62,7,0.9176470588235294,0.046153846153846156
0.444,0.975,0.9176470588235294,0.9454545454545454,78,2,63,7,0.9176470588235294,0.03076923076923077
0.445,0.975,0.9176470588235294,0.9454545454545454,78,2,63,7,0.9176470588235294,0.03076923076923077
0.446,0.975,0.9176470588235294,0.9454545454545454,78,2,63,7,0.9176470588235294,0.03076923076923077
0.447,0.975,0.9176470588235294,0.9454545454545454,78,2,63,7,0.9176470588235294,0.03076923076923077
0.448,0.975,0.9176470588235294,0.9454545454545454,78,2,63,7,0.9176470588235294,0.03076923076923077
0.449,0.975,0.9176470588235294,0.9454545454545454,78,2,63,7,0.9176470588235294,0.03076923076923077
0.45,0.975,0.9176470588235294,0.9454545454545454,78,2,63,7,0.9176470588235294,0.03076923076923077
0.451,0.975,0.9176470588235294,0.9454545454545454,78,2,63,7,0.9176470588235294,0.03076923076923077
0.452,0.975,0.9176470588235294,0.9454545454545454,78,2,63,7,0.9176470588235294,0.03076923076923077
0.453,0.975,0.9176470588235294,0.9454545454545454,78,2,63,7,0.9176470588235294,0.03076923076923077
0.454,0.975,0.9176470588235294,0.9454545454545454,78,2,63,7,0.9176470588235294,0.03076923076923077
0.455,0.975,0.9176470588235294,0.9454545454545454,78,2,63,7,0.9176470588235294,0.03076923076923077
0.456,0.975,0.9176470588235294,0.9454545454545454,78,2,63,7,0.9176470588235294,0.03076923076923077
0.457,0.975,0.9176470588235294,0.9454545454545454,78,2,63,7,0.9176470588235294,0.03076923076923077
0.458,0.975,0.9176470588235294,0.9454545454545454,78,2,63,7,0.9176470588235294,0.03076923076923077
0.459,0.975,0.9176470588235294,0.9454545454545454,78,2,63,7,0.9176470588235294,0.03076923076923077
0.46,0.975,0.9176470588235294,0.9454545454545454,78,2,63,7,0.9176470588235294,0.03076923076923077
0.461,0.975,0.9176470588235294,0.9454545454545454,78,2,63,7,0.9176470588235294,0.03076923076923077
0.462,0.975,0.9176470588235294,0.9454545454545454,78,2,63,7,0.9176470588235294,0.03076923076923077
0.463,0.975,0.9176470588235294,0.9454545454545454,78,2,63,7,0.9176470588235294,0.03076923076923077
0.464,0.975,0.9176470588235294,0.9454545454545454,78,2,63,7,0.9176470588235294,0.03076923076923077
0.465,0.975,0.9176470588235294,0.9454545454545454,78,2,63,7,0.9176470588235294,0.03076923076923077
0.466,0.975,0.9176470588235294,0.9454545454545454,78,2,63,7,0.9176470588235294,0.03076923076923077
0.467,0.975,0.9176470588235294,0.9454545454545454,78,2,63,7,0.9176470588235294,0.03076923076923077
0.468,0.975,0.9176470588235294,0.9454545454545454,78,2,63,7,0.9176470588235294,0.03076923076923077
0.46900000000000003,0.975,0.9176470588235294,0.9454545454545454,78,2,63,7,0.9176470588235294,0.03076923076923077
0.47000000000000003,0.975,0.9176470588235294,0.9454545454545454,78,2,63,7,0.9176470588235294,0.03076923076923077
0.47100000000000003,0.975,0.9176470588235294,0.9454545454545454,78,2,63,7,0.9176470588235294,0.03076923076923077
0.47200000000000003,0.975,0.9176470588235294,0.9454545454545454,78,2,63,7,0.9176470588235294,0.03076923076923077
0.47300000000000003,0.975,0.9176470588235294,0.9454545454545454,78,2,63,7,0.9176470588235294,0.03076923076923077
0.47400000000000003,0.9746835443037974,0.9058823529411765,0.9390243902439024,77,2,63,8,0.9058823529411765,0.03076923076923077
0.47500000000000003,0.9746835443037974,0.9058823529411765,0.9390243902439024,77,2,63,8,0.9058823529411765,0.03076923076923077
0.47600000000000003,0.9746835443037974,0.9058823529411765,0.9390243902439024,77,2,63,8,0.9058823529411765,0.03076923076923077
0.47700000000000004,0.9746835443037974,0.9058823529411765,0.9390243902439024,77,2,63,8,0.9058823529411765,0.03076923076923077
0.47800000000000004,0.9746835443037974,0.9058823529411765,0.9390243902439024,77,2,63,8,0.9058823529411765,0.03076923076923077
0.47900000000000004,0.9746835443037974,0.9058823529411765,0.9390243902439024,77,2,63,8,0.9058823529411765,0.03076923076923077
0.48,0.9746835443037974,0.9058823529411765,0.9390243902439024,77,2,63,8,0.9058823529411765,0.03076923076923077
0.481,0.9746835443037974,0.9058823529411765,0.9390243902439024,77,2,63,8,0.9058823529411765,0.03076923076923077
0.482,0.9746835443037974,0.9058823529411765,0.9390243902439024,77,2,63,8,0.9058823529411765,0.03076923076923077
0.483,0.9746835443037974,0.9058823529411765,0.9390243902439024,77,2,63,8,0.9058823529411765,0.03076923076923077
0.484,0.9746835443037974,0.9058823529411765,0.9390243902439024,77,2,63,8,0.9058823529411765,0.03076923076923077
0.485,0.9746835443037974,0.9058823529411765,0.9390243902439024,77,2,63,8,0.9058823529411765,0.03076923076923077
0.486,0.9746835443037974,0.9058823529411765,0.9390243902439024,77,2,63,8,0.9058823529411765,0.03076923076923077
0.487,0.9746835443037974,0.9058823529411765,0.9390243902439024,77,2,63,8,0.9058823529411765,0.03076923076923077
0.488,0.9746835443037974,0.9058823529411765,0.9390243902439024,77,2,63,8,0.9058823529411765,0.03076923076923077
0.489,0.9746835443037974,0.9058823529411765,0.9390243902439024,77,2,63,8,0.9058823529411765,0.03076923076923077
0.49,0.9746835443037974,0.9058823529411765,0.9390243902439024,77,2,63,8,0.9058823529411765,0.03076923076923077
0.491,0.9746835443037974,0.9058823529411765,0.9390243902439024,77,2,63,8,0.9058823529411765,0.03076923076923077
0.492,0.9746835443037974,0.9058823529411765,0.9390243902439024,77,2,63,8,0.9058823529411765,0.03076923076923077
0.493,0.9746835443037974,0.9058823529411765,0.9390243902439024,77,2,63,8,0.9058823529411765,0.03076923076923077
0.494,0.9746835443037974,0.9058823529411765,0.9390243902439024,77,2,63,8,0.9058823529411765,0.03076923076923077
0.495,0.9746835443037974,0.9058823529411765,0.9390243902439024,77,2,63,8,0.9058823529411765,0.03076923076923077
0.496,0.9746835443037974,0.9058823529411765,0.9390243902439024,77,2,63,8,0.9058823529411765,0.03076923076923077
0.497,0.9746835443037974,0.9058823529411765,0.9390243902439024,77,2,63,8,0.9058823529411765,0.03076923076923077
0.498,0.9746835443037974,0.9058823529411765,0.9390243902439024,77,2,63,8,0.9058823529411765,0.03076923076923077
0.499,0.9746835443037974,0.9058823529411765,0.9390243902439024,77,2,63,8,0.9058823529411765,0.03076923076923077
0.5,0.9746835443037974,0.9058823529411765,0.9390243902439024,77,2,63,8,0.9058823529411765,0.03076923076923077
0.501,0.9746835443037974,0.9058823529411765,0.9390243902439024,77,2,63,8,0.9058823529411765,0.03076923076923077
0.502,0.9746835443037974,0.9058823529411765,0.9390243902439024,77,2,63,8,0.9058823529411765,0.03076923076923077
0.503,0.9746835443037974,0.9058823529411765,0.9390243902439024,77,2,63,8,0.9058823529411765,0.03076923076923077
0.504,0.9746835443037974,0.9058823529411765,0.9390243902439024,77,2,63,8,0.9058823529411765,0.03076923076923077
